averageRating,vote_average,numVotes,vote_count,budget,revenue,runtime,genres,original_language,title,release_year
6.1,5.744,9123,131,40000000,9243140,144,"Drama, Romance",en,Havana,1990.0
7.2,6.4,15513,131,5000000,19868354,134,Drama,en,The Apostle,1997.0
6.9,6.3,14928,131,12000000,21001563,117,"Comedy, Drama, War",en,Tea with Mussolini,1999.0
5.4,5.408,6312,131,24000000,1141556,118,"Comedy, Romance",en,Two Much,1995.0
5.3,7.004,1033,130,8000000,8431194,88,"Adventure, Animation, Comedy",es,Condorito: The Movie,2017.0
5.0,4.832,30958,130,500000,28548025,102,Comedy,tr,Recep Ivedik,2008.0
5.9,5.754,76515,130,22000000,55000000,146,"Action, Romance, Comedy, Crime",hi,Kick,2014.0
6.8,6.131,17228,130,5000000,4856298,105,"Comedy, Crime, Drama",en,Intermission,2003.0
6.8,6.5,22098,130,3062000,25034000,143,"Drama, Action, Crime",hi,Singham,2011.0
7.4,7.065,10455,130,8600000,8124257,167,"Drama, Thriller, Crime",en,Prince of the City,1981.0
5.9,6.046,7282,130,6000000,9947631,100,"Action, Mystery, Thriller",en,Murphy's Law,1986.0
5.7,5.3,8799,130,18000000,21591728,99,"Thriller, Drama",en,Consenting Adults,1992.0
5.5,5.6,6512,130,5500000,5000000,130,"Drama, Romance",en,Miss Julie,2014.0
7.6,7.135,13917,130,3000000,12000000,118,"Drama, Romance",en,The Night of the Iguana,1964.0
7.7,7.5,11691,130,1200000,2500000,109,"Drama, Romance, War",en,Waterloo Bridge,1940.0
4.3,4.427,8374,130,15000000,175563,97,"Action, Thriller",en,Into the Sun,2005.0
6.7,6.2,9188,130,15000000,317000,102,"Drama, Romance",en,The Yellow Handkerchief,2009.0
5.3,5.077,7725,130,23000000,71368,76,"Fantasy, Animation, Science Fiction, Family",en,A Troll in Central Park,1994.0
3.2,5.608,9578,130,16000000,645949,107,"Music, Drama",en,Music,2021.0
7.2,6.696,13236,130,7000000,4000000,125,"Drama, Romance",en,Mother and Child,2009.0
6.0,6.07,29974,129,77000000,114629169,149,"Action, Science Fiction, Fantasy",ta,2.0,2018.0
5.8,5.779,779,129,15000000,13970489,87,"Animation, Comedy, Drama, Romance",fr,Titeuf,2011.0
4.3,5.326,3120,129,3500000,10308238,105,"History, Romance, Drama",cn,3-D Sex and Zen: Extreme Ecstasy,2011.0
6.5,6.7,6880,129,7000000,1310673,177,"Drama, Science Fiction",ru,Hard to Be a God,2013.0
6.7,6.438,8070,129,2000000,3635718,90,"Drama, Thriller, History",es,The German Doctor,2013.0
6.0,5.38,16838,129,14000000,15064946,96,Comedy,en,Dead Man on Campus,1998.0
5.3,5.062,7955,129,15000000,12201255,103,"Drama, Thriller, Horror",en,Hideaway,1995.0
7.1,6.6,10487,128,2300000,591165,95,"Comedy, Romance, Drama",en,Last Night,1998.0
5.4,7.176,434,128,1600000,5138140,81,"Animation, Action, Adventure, Fantasy, Horror, History, Family",es,The Legend of the Chupacabras,2016.0
7.3,7.008,13621,128,864000,3000000,102,"Comedy, Romance",en,Christmas in Connecticut,1945.0
5.5,5.68,9199,128,8500000,29916207,95,Comedy,en,Neighbors,1981.0
6.7,6.586,12866,128,36000000,13323144,130,Drama,en,Ghosts of Mississippi,1996.0
7.3,7.332,1164,128,162297,3,84,"Comedy, Documentary",fr,Thanks Boss!,2016.0
7.3,7.262,6955,128,225000,1866462,93,"Drama, Action, Thriller, Crime",cn,Running Out of Time,1999.0
5.0,5.7,11427,128,7500000,4393504,95,"Drama, Romance, Comedy",en,Maybe I Do,2023.0
6.7,7.7,12296,128,32000000,3800000,129,"Drama, History",en,Big George Foreman,2023.0
5.8,5.941,12382,128,6000000,2025238,95,"Comedy, Crime, Thriller",en,Novocaine,2001.0
6.0,6.39,14674,127,15000000,55184721,113,"Comedy, Drama",en,Why Did I Get Married?,2007.0
6.0,5.661,4540,127,4000000,572212,95,Drama,he,A Tale of Love and Darkness,2015.0
5.4,6.268,13769,127,41000000,3902761,101,"Comedy, Action, Crime",en,Mafia Mamma,2023.0
6.9,6.445,28496,127,8700000,28000000,174,"Action, Crime, Drama",hi,Agneepath,2012.0
4.9,5.7,5936,127,25000000,5778353,117,"Action, Adventure, Fantasy",en,Sheena,1984.0
7.1,6.827,11149,127,1100000,2000000,100,"Drama, Romance",en,Summertime,1955.0
6.1,6.283,4166,127,5610000,10657499,117,"Fantasy, Action, Adventure",ru,Furious,2017.0
4.4,6.169,5021,127,16000000,3344431,80,"Action, Adventure, Drama, Romance",en,Supercross,2005.0
5.1,4.831,6924,127,88000,480000,65,"Horror, Science Fiction, Drama",en,Attack of the 50 Foot Woman,1958.0
6.3,6.134,1991,127,9661157,3562793,139,Drama,fr,The Apparition,2018.0
6.5,6.7,1730,127,5000000,2178083,98,Drama,fr,The Divide,2021.0
6.8,6.7,9715,126,8000000,15769322,143,"Action, Drama, Thriller",en,Black Sunday,1977.0
5.3,4.849,10355,126,34000000,11263966,101,"Action, Comedy, Thriller",en,Chill Factor,1999.0
5.1,5.071,9205,126,16000000,12600000,107,"Action, Thriller, Adventure, Science Fiction",en,Meteor,1979.0
6.5,6.06,11023,126,12500000,61801971,122,"Drama, Romance, Comedy, Western",en,The Electric Horseman,1979.0
2.6,2.909,10705,126,15000000,2409225,92,"Science Fiction, Horror, Action, Thriller",en,Lawnmower Man 2: Beyond Cyberspace,1996.0
6.2,6.266,1576,126,3500000,2000000,108,"Thriller, Action, Crime, Drama",pt,The Awakener,2018.0
5.9,6.0,14144,126,6000000,5141166,105,"Action, Comedy, Adventure",en,Grind,2003.0
7.7,7.091,19465,126,11000000,32861136,139,Drama,en,The Joy Luck Club,1993.0
5.4,6.052,4714,126,13500000,187674,129,"Drama, History",en,Stonewall,2015.0
7.1,7.242,7141,126,1550000,19084,115,"Drama, Fantasy, Romance, Horror",et,November,2017.0
6.3,5.901,8279,126,10000000,21458229,104,"Comedy, Crime",en,Tough Guys,1986.0
6.9,6.516,10288,126,7000000,191125,127,Drama,en,The Indian Runner,1991.0
7.3,7.2,8502,125,7838798,659535,169,"War, Drama, Thriller",cs,The Painted Bird,2019.0
7.0,6.588,10655,125,2500000,2000000,95,"Crime, Mystery, Thriller",en,"Farewell, My Lovely",1975.0
5.6,5.444,8724,125,17000000,40227006,97,"Action, Comedy, Thriller, Crime, Romance",en,Mo' Money,1992.0
7.1,6.612,14080,125,5000000,3833507,95,Comedy,en,Trailer Park Boys: The Movie,2006.0
6.8,6.26,10169,125,6000000,389866,97,"Comedy, Drama",en,House of D,2005.0
6.5,6.4,6592,125,10000000,17657973,101,"Family, Comedy, Drama",en,Kit Kittredge: An American Girl,2008.0
5.2,6.492,7956,125,47000000,53396354,100,"Comedy, Drama",en,A Madea Christmas,2013.0
6.7,6.212,10536,125,2686000,6600000,109,"Adventure, Comedy, Romance",en,Donovan's Reef,1963.0
7.1,7.128,8262,125,350000,2400000,91,"Drama, Romance",en,Desert Hearts,1985.0
6.7,7.508,4539,125,4500000,16000000,96,"Fantasy, Science Fiction, Horror",ja,Gamera: Guardian of the Universe,1995.0
3.7,5.412,2248,124,12000000,39296,90,"Adventure, Science Fiction, Family",en,Dinosaur Island,2014.0
5.7,6.0,2755,124,3900000,4200000,87,Comedy,es,Empowered,2018.0
6.4,6.298,9256,124,14000000,1029721,116,"Drama, Romance",en,The Thing Called Love,1993.0
7.0,6.8,21666,124,13000000,22000000,170,"Drama, Family, Romance",hi,Dil Dhadakne Do,2015.0
6.2,6.121,6213,124,4000000,350006,92,"Drama, Romance",en,The Face of Love,2013.0
5.7,5.605,6976,124,2000000,12440858,91,"Comedy, Family",en,Life with Mikey,1993.0
7.7,7.1,9808,124,433000,3200000,97,"Comedy, Drama",en,Gold Diggers of 1933,1933.0
7.0,6.56,11253,124,7840000,20700000,117,Drama,en,Julia,1977.0
6.2,6.004,7724,124,9000000,5000000,83,"Fantasy, Horror, Thriller",en,The Watcher in the Woods,1980.0
7.7,8.113,7813,124,12308000,49380115,129,"Drama, History, Thriller",ko,1987: When the Day Comes,2017.0
7.2,6.821,7936,124,500000,769552,86,Drama,en,Pariah,2011.0
6.7,6.073,3189,123,7000000,7286136,117,Drama,fr,The Midwife,2017.0
5.1,4.764,14148,123,25000000,14277032,85,"Action, Comedy, Drama, Crime",en,Stealing Harvard,2002.0
7.2,6.821,10677,123,3500000,20659423,104,"Drama, Romance, Adventure, Western, Family",en,The Man from Snowy River,1982.0
6.1,7.22,1622,123,5600000,540482,112,"Action, Drama, War",fr,Sisters in Arms,2019.0
4.4,4.496,5921,123,4500000,64648,85,"Comedy, Crime, Drama",en,The Jesus Rolls,2019.0
5.2,5.303,14370,122,24000000,13700000,84,Comedy,en,The Ladies Man,2000.0
7.0,6.426,12181,122,1000000,7800000,100,"War, Action, Drama, History",en,Sands of Iwo Jima,1950.0
5.5,5.988,7365,122,6500000,566736,104,"Horror, Thriller",en,The Hand,1981.0
6.4,6.157,6507,122,3000000,13308,89,"Documentary, Drama, Music, Thriller",en,Naqoyqatsi,2002.0
6.2,5.857,14234,122,79000,245000,83,Comedy,en,The Foot Fist Way,2006.0
6.4,6.553,2365,122,14320000,14000000,176,"Drama, Music, Romance",en,Star!,1968.0
7.3,6.816,5686,122,2000000,1620436,108,"Action, Crime, Drama",pt,Two Rabbits,2012.0
5.9,5.73,10325,122,2000000,1568749,112,Drama,en,Hamlet,2000.0
6.9,6.803,4527,122,12500000,3878993,118,"Drama, Family",en,The Perfect Game,2009.0
6.3,6.467,1582,121,8616269,6593565,86,Comedy,fr,The Villain,2009.0
6.4,6.331,9216,121,500000,30000000,91,"Crime, Drama",en,Super Fly,1972.0
6.0,6.2,6458,121,700000,13168027,90,"Action, Crime",en,Revenge of the Ninja,1983.0
6.3,6.066,6412,121,35000000,858553,108,"Drama, Romance",en,Anna Karenina,1997.0
5.8,5.672,8298,121,13500000,794481,105,"Drama, Mystery, Thriller",en,The Caveman's Valentine,2001.0
5.2,5.329,4522,121,2900000,12662948,97,"Fantasy, Horror, Mystery, Thriller",ja,The Spiral,1998.0
7.0,6.446,6615,121,35000000,15000000,135,"Adventure, Romance, History, Drama",fr,The Horseman on the Roof,1995.0
7.1,6.876,5639,121,10000000,18980744,133,Drama,ko,A Frozen Flower,2008.0
7.2,7.054,8703,121,10000000,4000000,138,"Drama, History",en,The Agony and the Ecstasy,1965.0
5.7,5.421,8242,120,30000000,8315693,93,Comedy,en,Larger Than Life,1996.0
6.7,6.233,9601,120,12000000,84967,92,"Drama, Comedy, Romance",en,Mozart and the Whale,2005.0
7.6,6.558,37418,120,6400000,1171761,140,"Drama, Romance",hi,Raanjhanaa,2013.0
5.7,6.429,4068,120,18500000,6490401,120,"Drama, History",en,The Young Messiah,2016.0
5.8,5.796,6098,120,23000000,11829959,109,"Adventure, Family",en,Alaska,1996.0
5.6,5.329,8258,120,10000000,1631839,101,"Action, Comedy, Romance, Thriller",en,Gun Shy,2000.0
6.4,6.271,9946,120,1000000,9400000,85,"Comedy, Drama, Music, Romance",en,Viva Las Vegas,1964.0
5.6,5.729,7923,120,15000000,30238577,122,"Comedy, Music, Romance",en,The Fighting Temptations,2003.0
6.9,6.188,8797,120,11000000,2900000,102,"Drama, Crime",en,Homicide,1991.0
3.4,4.0,7179,120,14000000,547333,90,"Action, Thriller",en,Out for a Kill,2003.0
4.9,5.171,9181,120,30000000,6112613,95,"Adventure, Fantasy, Action",en,Kull the Conqueror,1997.0
7.1,7.4,11313,120,18000000,2827107,127,Drama,en,The Power of One,1992.0
7.4,7.079,6566,120,7720000,29523237,134,Drama,ru,Legend No. 17,2013.0
7.0,6.6,8123,120,1805000,4905000,98,"Drama, Romance",en,Titanic,1953.0
1.3,1.908,12569,119,65000000,73706,91,"Adventure, Comedy, Action, Animation, Family",en,Foodfight!,2012.0
5.3,5.466,7672,119,1000000,86872,92,"Crime, Drama, Thriller, Horror",en,The Zodiac,2005.0
7.9,7.332,40394,119,4000000,39000000,125,"Comedy, Romance, Drama",hi,Badhaai Ho,2018.0
7.5,7.563,14993,119,2000000,25629954,116,"Drama, Comedy",hi,Hichki,2018.0
5.4,5.139,9160,119,8000000,337174,109,"Comedy, Music, Mystery, Crime",en,The Singing Detective,2003.0
7.2,6.752,8457,119,424000,2100000,115,"Drama, Family",en,Little Women,1933.0
4.6,5.013,4877,118,5000000,726936,90,"Comedy, Drama",en,Motherhood,2009.0
6.6,6.487,8968,118,2000000,38135878,123,War,ru,Admiral,2008.0
6.7,6.593,12705,118,9000000,34573780,120,"Drama, Comedy",en,The Best Man,1999.0
5.7,6.2,6953,118,15000000,309,85,"Comedy, Family, Romance",en,Trojan War,1997.0
6.6,6.339,10751,118,8000000,6836201,121,"Action, Comedy, Crime",en,The Pope of Greenwich Village,1984.0
5.8,6.008,5261,118,50000000,102205175,124,"Action, Adventure, Comedy, Family, War",zh,Railroad Tigers,2016.0
6.7,6.521,7212,118,2000000,653621,90,"History, Documentary",en,Inside Deep Throat,2005.0
5.1,5.665,7675,118,14000000,21409028,103,Comedy,en,Our Family Wedding,2010.0
6.8,6.662,6743,117,4200000,1792414,116,Drama,fi,Tom of Finland,2017.0
6.9,7.222,3602,117,59000000,822049668,128,"Drama, Comedy, Fantasy",zh,"Hi, Mom",2021.0
7.6,7.91,3119,117,4000000,5104868,119,Drama,en,"Good Day, Ramon",2013.0
5.8,5.667,8633,117,30000000,2193982,98,Western,en,Wild Bill,1995.0
6.3,5.897,9743,117,10000000,2777280,101,"Crime, Thriller, Action",en,Gleaming the Cube,1989.0
4.8,6.103,2767,117,38504400,3310000,118,"Action, Adventure, Fantasy",cn,Dynasty Warriors,2021.0
7.0,6.564,9675,117,3000000,285112,104,"Drama, Comedy",en,Citizen Ruth,1996.0
6.9,6.329,11653,117,7000000,409144,123,"Drama, Romance",en,Jude,1996.0
6.1,5.914,8197,116,2000000,4200000,102,"Comedy, Music",en,Blue Hawaii,1961.0
5.3,5.5,4295,116,8000000,53086,112,Drama,en,Aloft,2014.0
6.6,6.135,12329,116,2000000,622806,96,Drama,en,Sherrybaby,2006.0
7.0,6.569,44735,116,8751000,55478164,172,"Drama, Romance",hi,Kabir Singh,2019.0
7.2,6.918,30443,116,4480000,1632440,140,"Comedy, Crime",hi,Jolly LLB 2,2017.0
6.5,6.621,6424,116,13000000,6582052,71,"Animation, Family, Adventure",en,Once Upon a Forest,1993.0
5.6,5.422,6908,116,12000000,54000000,102,"Horror, Science Fiction",en,Prophecy,1980.0
6.4,6.129,8454,116,2000000,124494,91,"Action, Adventure, Science Fiction, Music, Comedy",en,Six-String Samurai,1998.0
8.2,7.539,167083,115,13000000,90410749,168,"Action, Crime, Drama",kn,K.G.F: Chapter 2,2022.0
7.8,6.478,11689,115,200,200,68,"Action, Drama, Comedy",en,Who Killed Captain Alex?,2010.0
6.6,6.2,12274,115,15000000,18400000,125,"Drama, Music",en,De-Lovely,2004.0
6.0,5.813,4539,115,6000000,5699056,114,"Drama, Thriller",es,The Summit,2017.0
5.9,5.383,9693,115,15000000,21032267,123,"Comedy, Drama",en,Punchline,1988.0
4.2,6.1,2159,115,5000000,30272,96,"Action, Crime, Thriller",en,One Way,2022.0
6.4,6.571,9627,114,6500000,89781,91,"Comedy, Drama",en,Eulogy,2004.0
7.2,6.329,12614,114,6000000,14842388,109,Drama,en,Eve's Bayou,1997.0
5.1,5.425,367,114,7230000,1453270,92,Comedy,fr,Father Son Therapy,2016.0
5.5,5.193,8851,114,379000,4358000,101,"Music, Romance, Drama",en,The Broadway Melody,1929.0
7.3,6.908,7550,114,16000000,34786960,123,"Action, History",zh,Assembly,2007.0
5.4,5.1,5797,113,9000000,5406879,116,"Drama, Crime, Thriller",en,The Sicilian,1987.0
6.4,6.115,8211,113,4500000,744816,97,"Comedy, Drama",en,Life During Wartime,2009.0
6.2,6.987,6502,113,17000000,21110363,93,"Animation, Adventure, Comedy, Family, Fantasy",en,The Amazing Maurice,2022.0
7.2,6.987,10232,113,1961000,5550000,95,"Comedy, Romance",en,The Bachelor and the Bobby-Soxer,1947.0
7.8,7.46,66365,113,12000000,25300000,157,"Crime, Drama, History",hi,Gangubai Kathiawadi,2022.0
6.3,5.881,9969,113,2500000,767567,112,"Drama, Romance",en,Little Ashes,2008.0
3.1,3.85,7449,113,10000000,155362,90,Horror,en,Seed,2007.0
4.4,4.296,9868,113,50000000,13260050,92,"Action, Mystery, Thriller, Drama",en,The Mod Squad,1999.0
6.3,5.748,6537,113,2500000,242483,123,"Comedy, Drama",fr,Synonyms,2019.0
4.3,5.522,4325,113,15000000,5812,102,"Crime, Drama, Thriller",en,Speed Kills,2018.0
6.0,6.212,26282,113,5000000,16000000,97,"Horror, Comedy",en,The Blackening,2023.0
6.0,5.752,7038,113,1580000,7000000,105,"Adventure, Drama, Science Fiction",en,Voyage to the Bottom of the Sea,1961.0
6.0,5.652,1427,112,5350000,2536386,95,"Drama, Comedy",fr,Happy Birthday,2019.0
5.8,6.0,4991,112,2900000,1560697,110,"Action, History, Drama",en,The Rising Hawk,2019.0
4.1,4.397,5898,112,5000000,143000,96,"Horror, Thriller",en,Chain Letter,2010.0
6.6,6.107,10172,112,250000,232732,91,"Comedy, Drama",en,Big Fan,2009.0
5.1,4.888,8323,112,1100000,631221,86,Horror,en,Strangeland,1998.0
5.6,5.625,7161,112,5000000,4709246,93,"Comedy, Drama",en,Girl in Progress,2012.0
5.8,5.451,8134,112,17010000,24941969,96,Comedy,en,Pure Luck,1991.0
6.9,6.395,7781,111,1500000,2044892,90,"Drama, Science Fiction",en,Testament,1983.0
5.8,6.261,6849,111,14000000,24637469,116,"Music, Drama",en,Sparkle,2012.0
5.3,5.284,7752,111,6000000,397941,82,"Horror, Thriller, Mystery",en,Kill Theory,2009.0
6.6,5.946,15292,111,9000000,4350774,81,Comedy,en,PCU,1994.0
6.7,6.257,11257,111,14000000,5710236,101,"Action, Drama, Thriller",en,Catch a Fire,2006.0
8.3,7.667,71165,111,6825000,29353057,146,"Romance, Comedy, Drama",hi,Chhichhore,2019.0
6.2,6.198,8310,111,900000,142783,107,"Comedy, Drama",en,The Acid House,1998.0
5.3,5.635,1488,111,5308245,3468053,89,"Comedy, Family",es,The Kids Are Alright: Destination Asturias,2021.0
5.7,5.4,5466,111,5000000,98559,89,"Thriller, Mystery, Horror",en,The Boat,2019.0
5.9,5.764,5849,110,2300000,49620,88,"Comedy, Crime, Thriller",en,Curdled,1996.0
4.3,4.409,9619,110,20000,10158,71,Drama,en,Glen or Glenda,1953.0
7.1,6.627,20727,110,5200000,9200000,103,"Thriller, Action, Crime",hi,Wazir,2016.0
5.7,5.859,7587,110,15000000,9804775,115,"Comedy, Drama, Romance",en,"He Said, She Said",1991.0
6.4,6.311,8546,110,6000000,78000000,99,"Action, Comedy",en,Hooper,1978.0
4.5,5.4,3125,110,38000000,43300000,130,"Action, Fantasy",zh,League of Gods,2016.0
7.9,6.9,33919,110,1700000,7600000,144,"Comedy, Drama, Romance",hi,Dev.D,2009.0
7.4,7.014,28326,110,3700000,11480000,128,"Crime, Thriller, Action",hi,Badlapur,2015.0
6.3,6.023,9066,109,6629445,8249053,109,"Thriller, Action, Drama",sv,Hamilton: In the Interest of the Nation,2012.0
5.0,5.697,5787,109,4000000,800000,87,"Adventure, Fantasy, Action",en,The Barbarians,1987.0
5.9,6.127,36307,109,15000000,87320000,165,"Action, Thriller",hi,Tiger Zinda Hai,2017.0
7.3,6.9,9243,109,520000,1800000,107,"Comedy, Romance",en,The Gay Divorcee,1934.0
6.2,6.1,11125,109,5000000,136579,119,"Crime, Drama, Thriller",en,Lansky,2021.0
7.8,7.638,4536,109,10000000,4078741,180,"Drama, History",en,The Gospel of John,2003.0
6.2,6.037,11071,109,6000000,17953778,89,"Music, Comedy",en,CB4,1993.0
5.3,5.394,8449,109,20000000,346594,110,"Drama, Fantasy",en,The Tempest,2010.0
7.2,6.541,10702,109,250000,1300000,86,"Crime, Drama, Mystery, Thriller",en,Crossfire,1947.0
7.1,7.399,3625,109,6000000,15000000,108,"Fantasy, Science Fiction, Horror",ja,Gamera 3: Revenge of Iris,1999.0
8.0,7.106,36704,109,2000000,13500000,128,"War, History, Action, Adventure, Drama",tr,The Breath,2009.0
7.3,6.579,13168,108,4500000,8400000,92,"Drama, Music, Romance",en,Tender Mercies,1983.0
5.7,5.671,17776,108,3800000,16000000,135,"Comedy, Romance",hi,Housefull,2010.0
6.5,5.968,6841,108,10000000,55089,100,"Drama, Action, Thriller",en,Inhale,2010.0
7.8,7.593,9501,108,1500000,187716,90,Documentary,en,Waste Land,2010.0
5.6,5.208,5979,108,28000000,3983912,74,"Animation, Adventure, Family",en,The Pebble and the Penguin,1995.0
6.7,6.324,10620,108,27000000,7300000,143,Drama,en,Ironweed,1987.0
7.6,7.2,11422,108,1700000,2000000,127,"Action, Adventure, Romance, History",en,The Sea Hawk,1940.0
5.8,5.67,9012,108,6000000,156318,91,"Comedy, Crime, Drama",en,Mini's First Time,2006.0
7.1,6.296,8713,108,700000,1600000,110,"Crime, Drama",ru,Bummer,2003.0
5.7,5.301,8874,108,15000000,508084,93,"Comedy, Drama, Romance, Fantasy, Music",en,The Good Night,2007.0
6.6,6.421,5281,108,170000,169242,72,Drama,en,The Fits,2016.0
7.3,7.1,17231,108,521873,1013926,134,"Thriller, Crime",hi,Raman Raghav 2.0,2016.0
4.5,4.9,5406,108,15500000,58387,91,"Action, Crime",en,The Courier,2012.0
5.8,5.4,6694,108,18000000,1305114,115,"Thriller, Crime",en,8 Million Ways to Die,1986.0
6.0,5.8,6796,108,2500000,107559,90,"Drama, Science Fiction, Thriller",en,Sleep Dealer,2008.0
7.0,6.412,14403,108,1000000,16350876,112,"Comedy, Drama, Romance",da,Italian for Beginners,2000.0
5.8,5.6,10625,108,18000000,5546827,96,"Fantasy, Comedy, Romance",en,Delirious,1991.0
6.3,6.093,7875,107,3000000,103735,93,Documentary,en,Freakonomics,2010.0
7.2,7.252,7213,107,1800000,33000000,111,"Comedy, Romance, Horror",th,Pee Mak,2013.0
6.1,6.1,6321,107,4000000,550782,110,"Comedy, Crime, Drama",en,Nobel Son,2007.0
5.4,6.579,1344,107,7000000,958558,99,"Mystery, Thriller, Crime, Horror",ru,The Ninth,2019.0
6.3,6.196,8309,107,18000000,11500000,122,Drama,en,The River,1984.0
5.4,6.364,11510,107,5103000,17377000,133,"Action, Thriller, Romance",hi,Baaghi,2016.0
6.4,7.0,37813,107,3000000,5433685,98,"Horror, Thriller",en,Nefarious,2023.0
6.0,5.764,6101,107,2000000,3331,97,"Horror, Romance",en,The Pit and the Pendulum,1991.0
5.3,5.1,7623,107,39000000,6432551,106,"Romance, Drama",en,Against the Ropes,2004.0
5.7,5.86,7243,107,120000,12000000,90,"Action, Comedy, Crime",en,Dolemite,1975.0
5.7,5.472,6934,107,500000,17000000,97,"Horror, Science Fiction",en,Kingdom of the Spiders,1977.0
3.7,4.336,2630,107,67000000,16680689,116,"Adventure, Comedy",de,1½ Knights - In Search of the Ravishing Princess Herzelinde,2008.0
5.4,5.1,7397,107,15000000,1953732,98,"Adventure, Drama",en,The Clan of the Cave Bear,1986.0
5.8,6.607,165096,107,63000000,112000000,146,"Action, Adventure, Thriller",hi,Pathaan,2023.0
7.1,6.963,6508,107,5000000,34823764,78,Documentary,en,Chimpanzee,2012.0
6.6,6.818,5644,107,9000000,16000000,128,"Action, Drama, Fantasy",ja,Goemon,2009.0
6.6,6.4,8078,106,1000000,5396618,107,Drama,en,October Baby,2011.0
5.0,4.927,11838,106,8000000,5656388,97,"Comedy, Romance",en,The Pallbearer,1996.0
5.0,5.58,3003,106,20,15,83,"Drama, Romance, TV Movie",en,William & Kate,2011.0
4.8,5.071,4524,106,2729542,256979,90,Horror,en,Dark Touch,2013.0
6.1,6.09,3246,106,10000000,30283,117,Drama,en,Jimmy P.,2013.0
6.7,6.491,14820,106,750000,5500000,86,"Animation, Comedy",en,Aqua Teen Hunger Force Colon Movie Film for Theaters,2007.0
7.0,6.623,9776,106,9250000,29174648,125,"Drama, Music, Romance",en,The Rose,1979.0
7.3,6.953,7513,106,855000,1200000,96,"Thriller, War",en,Five Graves to Cairo,1943.0
6.3,5.8,11563,106,7000000,10000000,109,"Drama, Romance",en,Sylvia,2003.0
5.1,5.057,6704,106,4000000,18971000,104,"Adventure, Action, Thriller",en,The Octagon,1980.0
5.9,5.741,8485,106,12000000,32324557,118,"Drama, Comedy, Romance",en,Nothing in Common,1986.0
7.5,6.901,9224,106,1114000,2610000,99,"Drama, History, Romance",en,Queen Christina,1933.0
7.3,6.648,8514,105,25000000,23914731,117,"Drama, Romance",en,Mao's Last Dancer,2009.0
6.2,6.205,6130,105,495000,63373,85,Drama,en,I Smile Back,2015.0
7.0,6.881,31048,105,6114349,26309214,148,"Thriller, Drama, Crime",hi,Rustom,2016.0
7.6,7.1,21475,105,4400000,14701918,136,"Drama, Music",tr,Muslum,2018.0
5.8,5.8,5130,105,4000000,354704,102,"Crime, Horror, Thriller",en,Prison,1987.0
7.7,6.803,26058,105,4700000,31000000,166,"Drama, Romance",hi,Guru,2007.0
6.4,6.8,4846,105,1500000,3800000,110,Comedy,en,Artists and Models,1955.0
6.9,7.052,3570,105,4300000,1512938,111,Drama,fr,The Passengers of the Night,2022.0
6.3,7.0,1159,105,35000000,11583758,87,"Animation, Family",it,Winx Club - Magic Adventure,2010.0
5.8,5.5,7578,105,1433000,1383000,123,"Drama, Western, History",en,Cimarron,1931.0
6.0,6.952,16113,105,105,94909,97,Thriller,en,The Good Neighbor,2022.0
7.1,7.0,5190,104,28000000,669276,72,"Adventure, Fantasy, Animation, Family",en,The Thief and the Cobbler,1993.0
6.2,7.1,3310,104,11400000,17970000,113,"Comedy, Drama, Action, Adventure",ko,Sinkhole,2021.0
6.8,6.582,8708,104,1380000,1615018,78,"Drama, Crime",fi,Lights in the Dusk,2006.0
5.2,4.9,3899,104,5256817,70821,105,"Adventure, Fantasy",da,Valhalla,2019.0
6.4,6.428,7678,104,8300000,12640385,114,"Drama, Thriller",en,The Bedroom Window,1987.0
5.6,5.375,6339,104,3000000,5923000,88,"Action, Crime, Drama",en,Never Die Alone,2004.0
2.0,8.2,3424,104,1500000,1489573,96,"Action, Comedy",ro,5Gang: A Different Kind of Christmas,2019.0
7.0,6.7,7193,104,6000000,1300000,144,Drama,en,Julia,2008.0
6.8,7.005,2745,104,6700000,1373312,113,Drama,de,Lessons of a Dream,2011.0
3.9,4.173,6703,104,18000000,19265302,94,"Comedy, Action",en,Best Defense,1984.0
6.3,5.582,10573,104,1700000,1943649,98,"Comedy, Crime, Romance",en,"Happy, Texas",1999.0
7.1,6.87,4122,104,4000000,1730000,72,"Animation, Comedy, Drama, Family, Fantasy",ru,Alesha Popovich and Tugarin the Dragon,2004.0
6.9,6.728,5206,103,6000000,3770657,108,"Crime, Drama",ca,Black Bread,2010.0
6.5,6.4,6866,103,2700000,2600000,109,"Thriller, Mystery",en,The Drowning Pool,1975.0
6.2,6.0,2942,103,2500000,1053002,105,"Action, Drama, Fantasy, History, Adventure",ru,The Last Warrior,2018.0
6.1,5.9,10507,103,5000000,50000000,123,"Drama, Romance",en,Valley of the Dolls,1967.0
7.3,6.529,8366,103,3000000,8000000,137,"Drama, History, War, Family, Comedy",en,Friendly Persuasion,1956.0
7.2,6.456,8388,103,100000,362222,80,Drama,en,Killer of Sheep,1978.0
5.5,5.183,7167,103,15000000,16500000,90,"Adventure, Science Fiction",en,Spacehunter: Adventures in the Forbidden Zone,1983.0
5.7,5.684,9589,103,25000000,16118077,107,Drama,en,"Bright Lights, Big City",1988.0
5.9,6.9,8806,102,10000000,31609243,100,"Comedy, Drama, Romance",en,Daddy's Little Girls,2007.0
